"","G37044","G37029","G36982","G36984","G37030","G36906","G36944","G36902","G37025","G36935","G36905","G36921","G37034","G37039","G37052","G37045","G37049","G36988","G37037","G37005","G37011","G37047","G37032","G36932","G37054","G36948","G36911","G36987","G37042","G37040","G37027","G37024","G37023","G37036","G37026","G37050","G36904","G36993","G36910","G36927","G37048","G37022","G35534","G35381","G35416","G35477","G35514","G35395","G35480","G35409","G35437","G35511","G35448","G35510","G35470","G35403","G35424","G35398","G35442","G35515","G35351","G35532","G35417","G35465","G35350","G35531","G35349","G35523","G35521","G35348","G35423","G35486","G35524","G35394","G35447","G35458","G35397","G35392","G35453","G35352","G35512","G35407","G35455","G35481","G35469","G35513","G35441","G35414","G35533","G35406","G35467","G35522","G35404","G35445","G36173","G36145","G36196","G36219","G36273","G36201","G36165","G36202","G36272","G36285","G36241","G36215","G36195","G36205","G36148","G36213","G36214","G36161","G36212","G36210","G36193","G36270","G36233","G36287","G36200","G36185","G36204","G36194","G36244","G36197","G36317","G36234","G36206","G36257","G36208","G36146","G36192","G36142","G36138","G36203","G36290","G36274","G36147","G36235","G36143","G36207","G36286","G36141","G36187","G36288","G36289","G36186","G36140","G36211","G36144","G36242","G36139","G36199","G36191","G36280","G36243","G36279","G36236","G36198","G36189","G36190","G36275","G36188","G36271","G36430","G36510","G36437","G36421","G36513","G36502","G36472","G36494","G36432","G36493","G36515","G36484","G36485","G36475","G36460","G36456","G36435","G36497","G36521","G36451","G36540","G36433","G36528","G36491","G36429","G36471","G36537","G36542","G36529","G36408","G36523","G36509","G36495","G36506","G36467","G36452","G36420","G36449","G36487","G36536","G36499","G36511","G36527","G36453","G36534","G36462","G36516","G36501","G36505","G36464","G36507","G36476","G36474","G36434","G36535","G36431","G36470","G36436","G36439","G36450","G36473","G36459","G36438","G36522","G36465","G36519","G36461","G36514","G36518","G36496","G36498","G36538","G36457","G36520","G36508","G36490","G36463","G36530","G36488","G36492","G36466","G36525","G36500","G36454","G36486","G36417","G36455","G36517","G36524","G36503","G36423","G36526","G36440","G36541","G36458","G36489","G36512","G36468","G36796","G36824","G36834","G36856","G36797","G36816","G36756","G36799","G36820","G36829","G36766","G36765","G36769","G36764","G36839","G36835","G36762","G36753","G36763","G36854","G36773","G36759","G36819","G36847","G36761","G36760","G36855","G36772","G36771","G36757","G36752","G36837","G36838","G36811","G36823","G35906","G36002","G36029","G36034","G36000","G35996","G36026","G35878","G36020","G36003","G36021","G35892","G35902","G35869","G35876","G36025","G35881","G36037","G35924","G35894","G36001","G35997","G35908","G36028","G35915","G36035","G35874","G35867","G35938","G35923","G36030"
"4384058",0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,1,0,6,10,0,0,0,0,6,0,0,1,0,0,0,0,0,7,1,0,2,0,0,233,0,0,0,0,32,9,0,0,0,1,17,0,5,0,0,3657,0,0,0,0,0,0,0,1,0,12,0,0,1,0,1,0,1,0,0,2,0,0,1,0,4,2,0,4,0,0,0,0,0,0,1,6,0,0,20,10,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1146,0,10,10,0,1,11,0,0,30,2,0,1,2,1,0,0,0,0,0,0,27,1,134,0,0,0,0,2,0,27,20,0,0,0,3,0,0,54,2,2,0,0,0,0,17,1,0,0,1,0,0,42,0,9,6,0,10,4,0,0,0,0,1,0,19,5,0,6,1,0,2,0,148,0,0,3,0,1,0,5,0,1,3,0,0,0,1,2,0,3,0,0,0,4,13,0,0,0,0,5,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,14,0,2,5,26,0,5,0,0,4,0,0,719,36,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,56,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,65,1,0,0,4,2,2,0,0,1,0,0,0,0,0,0,1,1128,0,0,1,0,2
"167950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,1,0,3,3,0,0,0,0,1,0,0,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,248,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,4
"4453060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,115,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0
"182483",0,0,0,0,0,0,0,0,0,0,0,4174,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,492,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4999,0,0,0,2323,0,0,0,1,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,977,0,0,0,0,0,0,0,0,0,0,0
"4318284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4363066",0,0,0,0,0,55,0,0,0,12,3,0,5,6,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,169,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,6,1,0,40,3,0,0,1,22,196,0,0,0,0,0,0,0,0,9,0,3,0,5,78,3,0,0,0,0,0,16,0,50,183,78,0,0,0,0,32,0,10,0,29,0,0,0,0,0,0,0,2,2,6,3,0,3,0,0,0,0,0,0,122,1,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,28,0,0,5,0,0,0,2,0,0,0,0,0,0,0,354,0,0,6,0,0,1,0,0,0,57,0,0,0,0,0,0,7,15,0,20,0,11,0,0,0,0,19,0,0,260,0,119,23,0,0,6,0,0,0,1,0,12,0,0,0,0,0,0,0,497,4,7,0,0,0,32,0,3,71,0,3,0,0,0,1,0,80,0,0,20,0,1,40,0,0,0,5,98,1,8,96,0,78,744,5,20,0,34,31,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,140,0,0,20,0,0,0,24,0,0,0,0,0,0,0,0,2,0,45,0,0,0,0,0,10,0,0
"4387092",0,0,0,0,0,9,5,0,0,0,0,0,2,0,0,0,2,0,11,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,5,3,2,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,1,0,0,6,0,3,1,12,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,1,7,0,0,0,3,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,2,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,42,0,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,3,37,10,0,0,0,15,0,3,0,0,0,0,6,1,0,0,0,0,0,0,0,0,16,1,0,8,0,0,0,0,0,0,0,0,0,0,63,17,0,1,0,0,0,0,0,0,9,0,0
"4405869",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,67,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,14,0,0,0,2,0,2,0,2,0,0,0,4,0,0,0,0,0,9,0,3,0,0,0,4,0,0,0,0,28,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,1,0,0,3,0,2,0,0,5,0,0,0,0,0,0,21,0,0,1,0,1,0,1,0,0,1,0,0,0,8,0,0
"196391",0,0,0,0,0,3,0,0,0,3,0,1,5,0,0,0,3,0,9,0,0,1,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,0,0,1,0,0,0,0,0,22,4,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,2,0,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,18,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,11,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,3,0,0,4,0,0,1,0,0,0,0,0,3,0,0,0,1,0,3,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,7,0,6,4,0,0,1,0,2,13,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,2,0,1,0,3,0,2,2,0,0,7,0,0,0,0,38,1,0,0,0,0,0,0,5,0,4,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,1,2,0,3
"1105376",0,0,0,0,0,1,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237444",0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,2,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
"196176",0,0,0,0,0,1,0,0,3,4,0,4,5,0,0,0,0,0,5,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,2,13,0,6,0,0,0,2,9,0,4,11,0,0,0,3,0,10,5,4,0,8,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,4,0,4,0,3,1,6,0,16,1,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,2,0,7,0,0,0,0,2,0,12,0,0,4,0,2,2,0,0,3,0,0,2,0,0,6,0,0,0,27,0,0,6,0,0,19,0,6,1,4,0,0,0,12,5,9,4,0,1,1,0,0,0,1,11,1,1,0,13,4,15,12,0,0,22,7,0,0,0,0,35,21,2,0,0,1,29,0,0,0,5,0,0,0,0,2,2,0,0,0,4,0,2,0,1,0,0,0,1,0,0,2,0,0,14,0,0,2,0,0,1,0,0,0,0,2,6,11,1,0,10,0,0,2,6,13,7,2,0,0,0,0,8,0,2,3,12,7,7,0,39,0,0,0,3,4,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,2,0,7,10,0,0,1,9,0,6,2,39,0,0,0,0,0,5,11,1,0,9,0,0,0,0,0,0,0,0,0,5,20,0,1
"4328189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"4428544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,14,0,0,0,1,0,0,55,8,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
"212686",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,169,0,0,0,9,0,0,34,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,86,0,0,0,0,0,1,9,0,0,0,9,0,44,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,1,0,0,27,0,27,0,0,0,0,0,1,62,1,0,14,0,0,8,0,0,13,21,0,0,0,0,6,0,0,0,58,9,0,0,0,0,0,57,0,21,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,191,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,1,0,0,0,66,1,4,36,57,39,80,13,1,7,0,4,15,0,230,0,1,1,0,3,0,0,0,0,48,0,15,0,0,0,0,0,45,0,0,0,0,0,0,0,0,24,20,40,0,0,0,0,8,0,0,0,0,55,0,0,177
"325850",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,117,9,0,0,0,0,27,0,0,5,0,0,0,5,0,0,0,0,0,27,0,33,0,0,5,5,0,14,0,0,0,0,0,22,0,0,0,0,84,16,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2069,0,0,3,0,0,0,1512,0,0,0,0,91,159,0,6233,0,0,0,0,0,0,0,0,3,0,0,14,0,0,308,417,0,0,0,0,1,1871,0,1,0,0,0,0,0,0,0,0,68,0,0,0,0,15,0,1,0,0,43,0,0,1,63,0,0,0,0,0,0,0,0,0,22,3,0,0,15,0,1,0,0,0,1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178242",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,74,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0
"352852",0,0,0,0,0,0,0,4,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,67,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,115,4,0,1,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,378,0,0,0,267,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,185,1,0,0,8,0,0,1,0,1,0,0,0,0,64,0,0,25,0,78,0,0,36,0,0,0,0,9,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0
"577710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,216,0,196,0,0,0,29,23,70,0,0,0,0,0,0,0,0,0,0,519,0,0,40,0,32,0,0,0,0,0,555,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,494,0,0,688,0,0,26,0,0,0,0,1,0,0,4,0,0,2,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,75,0
